0.31,9.47,-2.45,-0.03,0.00,-0.03
0.31,9.47,-2.45,-0.03,0.00,-0.03
0.18,9.50,-2.42,-0.03,0.00,-0.03
0.18,9.50,-2.42,-0.04,0.02,-0.03
0.18,9.50,-2.42,-0.04,0.02,-0.03
0.18,9.50,-2.42,-0.04,0.02,-0.03
0.18,9.50,-2.42,-0.04,0.02,-0.03
0.18,9.50,-2.42,-0.04,0.02,-0.03
0.07,9.62,-2.14,-0.06,0.02,-0.04
0.07,9.62,-2.14,-0.06,0.02,-0.04
0.07,9.62,-2.14,-0.06,0.02,-0.04
0.07,9.62,-2.14,-0.06,0.02,-0.04
0.07,9.62,-2.14,-0.06,0.02,-0.04
-0.22,9.83,-1.82,-0.09,-0.02,-0.10
-0.22,9.83,-1.82,-0.09,-0.02,-0.10
-0.22,9.83,-1.82,-0.09,-0.02,-0.10
-0.22,9.83,-1.82,-0.09,-0.02,-0.10
-0.22,9.83,-1.82,-0.09,-0.02,-0.10
-0.22,9.83,-1.82,-0.09,-0.02,-0.10
-0.35,10.07,-1.85,-0.12,-0.13,-0.21
-0.35,10.07,-1.85,-0.12,-0.13,-0.21
-0.35,10.07,-1.85,-0.12,-0.13,-0.21
-0.35,10.07,-1.85,-0.12,-0.13,-0.21
-0.35,10.07,-1.85,-0.12,-0.13,-0.21
-0.14,9.67,-1.74,-0.17,-0.14,-0.33
-0.14,9.67,-1.74,-0.17,-0.14,-0.33
-0.14,9.67,-1.74,-0.17,-0.14,-0.33
-0.14,9.67,-1.74,-0.17,-0.14,-0.33
-0.14,9.67,-1.74,-0.17,-0.14,-0.33
-0.52,9.54,-1.42,-0.23,0.02,-0.48
-0.52,9.54,-1.42,-0.23,0.02,-0.48
-0.52,9.54,-1.42,-0.23,0.02,-0.48
-0.52,9.54,-1.42,-0.23,0.02,-0.48
-0.52,9.54,-1.42,-0.23,0.02,-0.48
-0.52,9.54,-1.42,-0.23,0.02,-0.48
-1.15,9.50,-1.28,-0.33,0.19,-0.59
-1.15,9.50,-1.28,-0.33,0.19,-0.59
-1.15,9.50,-1.28,-0.33,0.19,-0.59
-1.15,9.50,-1.28,-0.33,0.19,-0.59
-1.15,9.50,-1.28,-0.33,0.19,-0.59
-1.41,9.12,-1.38,-0.41,0.28,-0.69
-1.41,9.12,-1.38,-0.41,0.28,-0.69
-1.41,9.12,-1.38,-0.41,0.28,-0.69
-1.41,9.12,-1.38,-0.41,0.28,-0.69
-1.41,9.12,-1.38,-0.41,0.28,-0.69
-1.56,9.05,-1.74,-0.37,0.33,-0.74
-1.56,9.05,-1.74,-0.37,0.33,-0.74
-1.56,9.05,-1.74,-0.37,0.33,-0.74
-1.56,9.05,-1.74,-0.37,0.33,-0.74
-1.56,9.05,-1.74,-0.37,0.33,-0.74
-1.56,9.05,-1.74,-0.37,0.33,-0.74
-1.87,9.35,-1.59,-0.24,0.41,-0.60
-1.87,9.35,-1.59,-0.24,0.41,-0.60
-1.87,9.35,-1.59,-0.24,0.41,-0.60
-1.87,9.35,-1.59,-0.24,0.41,-0.60
-1.87,9.35,-1.59,-0.24,0.41,-0.60
-2.67,9.57,-0.76,-0.03,0.33,-0.32
-2.67,9.57,-0.76,-0.03,0.33,-0.32
-2.67,9.57,-0.76,-0.03,0.33,-0.32
-2.67,9.57,-0.76,-0.03,0.33,-0.32
-2.67,9.57,-0.76,-0.03,0.33,-0.32
-2.92,9.56,-0.60,0.01,0.14,-0.26
-2.92,9.56,-0.60,0.01,0.14,-0.26
-2.92,9.56,-0.60,0.01,0.14,-0.26
-2.92,9.56,-0.60,0.01,0.14,-0.26
-2.92,9.56,-0.60,0.01,0.14,-0.26
-2.92,9.56,-0.60,0.01,0.14,-0.26
-2.96,9.31,-1.09,-0.01,-0.02,-0.22
-2.96,9.31,-1.09,-0.01,-0.02,-0.22
-2.96,9.31,-1.09,-0.01,-0.02,-0.22
-2.96,9.31,-1.09,-0.01,-0.02,-0.22
