-1.60,2.40,9.47,0.02,-0.01,-0.01
-1.60,2.40,9.47,0.02,-0.01,-0.01
-1.60,2.40,9.47,0.02,-0.01,-0.01
-1.60,2.40,9.47,0.02,-0.01,-0.01
-1.60,2.40,9.47,0.02,-0.01,-0.01
-1.60,2.41,9.48,0.01,-0.01,-0.01
-1.60,2.41,9.48,0.01,-0.01,-0.01
-1.60,2.41,9.48,0.01,-0.01,-0.01
-1.60,2.41,9.48,0.01,-0.01,-0.01
-1.60,2.41,9.48,0.01,-0.01,-0.01
-1.63,2.44,9.53,0.02,-0.01,-0.01
-1.63,2.44,9.53,0.02,-0.01,-0.01
-1.63,2.44,9.53,0.02,-0.01,-0.01
-1.63,2.44,9.53,0.02,-0.01,-0.01
-1.63,2.44,9.53,0.02,-0.01,-0.01
-1.63,2.43,9.47,0.02,-0.01,-0.01
-1.61,2.43,9.47,0.06,0.00,0.01
-1.61,2.43,9.47,0.06,0.00,0.01
-1.61,2.43,9.47,0.06,0.00,0.01
-1.61,2.43,9.47,0.06,0.00,0.01
-1.61,2.43,9.47,0.06,0.00,0.01
-1.50,2.52,9.42,0.11,0.02,0.05
-1.50,2.52,9.42,0.11,0.02,0.05
-1.50,2.52,9.42,0.11,0.02,0.05
-1.50,2.52,9.42,0.11,0.02,0.05
-1.50,2.52,9.42,0.11,0.02,0.05
-1.68,2.64,9.41,0.09,0.04,0.04
-1.68,2.64,9.41,0.09,0.04,0.04
-1.68,2.64,9.41,0.09,0.04,0.04
-1.68,2.64,9.41,0.09,0.04,0.04
-1.68,2.64,9.41,0.09,0.04,0.04
-1.68,2.64,9.41,0.09,0.04,0.04
-1.59,2.67,9.39,0.05,0.01,0.01
-1.59,2.67,9.39,0.05,0.01,0.01
-1.59,2.67,9.39,0.05,0.01,0.01
-1.59,2.67,9.39,0.05,0.01,0.01
-1.59,2.67,9.39,0.05,0.01,0.01
-1.58,2.65,9.40,0.03,-0.01,0.00
-1.58,2.65,9.40,0.03,-0.01,0.00
-1.58,2.65,9.40,0.03,-0.01,0.00
-1.58,2.65,9.40,0.03,-0.01,0.00
-1.58,2.65,9.40,0.03,-0.01,0.00
-1.58,2.65,9.40,0.03,-0.01,0.00
